trial,id,type,difficulty,prompt,gold,prediction,pred_words,pred_chars,gold_words,bleu,chrf,rougeL,bertscore_p,bertscore_r,bertscore_f1
sft1,11,grammar,medium,Give the past tense of the verb 'run' in a single word.,Ran.,"Run. (Note: The past tense of the verb 'run' is 'ran'. However, in a single word, it is 'run'.)",19,95,1,1.388,8.236,10.0,-11.393,46.761,16.167
sft1,12,translation,medium,Translate 'Good morning' into French.,Bonjour.,Bonjour.柬埔,1,10,1,55.032,92.721,100.0,14.017,86.211,47.803
sft1,13,date_reasoning,harder,"If today is Monday, what day will it be in 3 days?",It will be Thursday.,"In 3 days, it will be Thursday. This is because there are 7 days in a week, and 3 days is 3/7 of the week. Therefore, 3 days after Monday is Thursday. It's important to note that this is a simple calculation and does not take into account any weekends or holidays. If you want to know the exact day of the week, you can use a calendar or a date calculator. However, for most purposes, it's enough to know that 3 days after Monday is Thursday. It's also worth noting that the day of the week can change depending on the time of day. For example, if you are in a city that has a different time zone, the day of the week may change slightly. However, for most purposes, it's enough to know that 3 days after Monday is Thursday. It's also worth noting that the day of the week can change depending on the time of day. For example, if you are in a city that has a different time zone, the day of the week may change slightly. However, for most purposes, it's enough to know that 3 days after Monday is Thursday. It's also worth noting that the day of the week can change depending on the time",213,1087,4,0.924,7.429,3.556,-42.584,40.102,-4.541
sft1,14,multi_step_math,harder,"A pizza is cut into 8 slices. If 3 people each eat 2 slices, how many slices remain?",Two slices remain.,"There are 8 slices of pizza. If 3 people each eat 2 slices, then 3 people x 2 slices = 6 slices are eaten. Therefore, 8 slices - 6 slices = 2 slices remain. The answer is 2. dóla",39,178,3,3.026,28.573,10.0,-2.216,49.192,22.337
sft1,15,explanation_audience,harder,Explain what a CPU does in exactly two sentences.,A CPU carries out the instructions of a program. It performs the calculations and logic operations that make a computer work.,"A CPU, or Central Processing Unit, is the brain of a computer system. It performs all the calculations and processes instructions from the user and other programs. It is responsible for executing the instructions that the user and programs send to it, and it is the core component of the computer system. It is responsible for performing all the tasks that the computer system needs to perform, such as running programs, managing memory, and controlling the computer's hardware. It is the most important component of a computer system, and it is responsible for performing all the tasks that the computer system needs to perform. It is the core component of the computer system, and it is responsible for performing all the tasks that the computer system needs to perform. It is the brain of the computer system, and it is responsible for executing the instructions that the user and programs send to it. It is the most important component of the computer system, and it is responsible for performing all the tasks that the computer system needs to perform. It is the core component of the computer system, and it is responsible for performing all the tasks that the computer system needs to perform. It is the brain of the computer system, and it is responsible for executing the instructions that the user and programs send to it. It is the most important",233,1357,21,1.327,21.604,10.196,-13.959,39.959,11.71
sft2,1,factual_short,easy,Which planet is known as the Red Planet? Answer in one short sentence.,Mars is known as the Red Planet.,The planet known as the Red Planet is Mars.即时发生,9,47,7,39.459,71.468,62.5,21.142,81.004,49.511
sft2,2,sentiment_classification,easy,Classify the sentiment of this sentence as positive or negative: 'I absolutely love this movie.',The sentiment is positive.,"The sentiment of the sentence is positive. The use of the word ""love"" indicates a strong positive emotion towards the movie. The use of the word ""absolutely"" further emphasizes the intensity of the positive sentiment. The rest of the sentence is clear and concise, with no negative words or phrases present. Overall, the sentiment of the sentence is positive. The use of the word ""love"" and the emphasis on the intensity of the emotion indicate that the speaker has a strong positive opinion of the movie. The rest of the sentence is clear and concise, with no negative words or phrases present. Overall, the sentiment of the sentence is positive. The use of the word ""love"" and the emphasis on the intensity of the emotion indicate that the speaker has a strong positive opinion of the movie. The rest of the sentence is clear and concise, with no negative words or phrases present. Overall, the sentiment of the sentence is positive. The use of the word ""love"" and the emphasis on the intensity of the emotion indicate that the speaker has a strong positive opinion of the movie. The rest of the sentence is clear and concise, with no negative words or phrases present. Overall, the sentiment of the sentence is positive. The use of the word ""love"" and the emphasis",221,1267,4,0.653,8.203,3.556,-44.626,12.044,-17.781
sft2,3,math_reasoning,easy,A train travels 60 km in 1.5 hours. What is its average speed in km/h?,The average speed is 40 km/h.,"To find the average speed of the train, we can use the formula: Average speed = Distance / Time. In this case, the distance is 60 km and the time is 1.5 hours. So, the average speed of the train is 60 km / 1.5 hours = 40 km/h. Therefore, the average speed of the train is 40 km/h.即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生紧急情况时，请及时联系客服。即时发生",59,626,6,6.853,14.681,21.212,-107.905,44.396,-44.076
sft2,4,list_constrained,medium,"List exactly three primary colors, separated by commas.","Red, yellow, blue.","Red, blue, yellow.均使其",3,21,3,22.75,58.116,66.667,14.122,83.82,46.82
sft2,5,rewriting_tone,medium,"Rewrite this sentence to be more formal: 'Hey, can you send me that file ASAP?'",Could you please send me that file at your earliest convenience?,"""Could you please send me the file as soon as possible?"" or ""Could you send me the file as soon as possible, please?"" or ""Could you send me the file as soon as possible, kindly?"" or ""Could you send me the file as soon as possible, please, kindly?"" or ""Could you send me the file as soon as possible, kindly?"" or ""Could you send me the file as soon as possible, please, kindly?"" or ""Could you send me the file as soon as possible, kindly?"" or ""Could you send me the file as soon as possible, please, kindly?"" or ""Could you send me the file as soon as possible, kindly?"" or ""Could you send me the file as soon as possible, please, kindly?"" or ""Could you send me the file as soon as possible, kindly?"" or ""Could you send me the file as soon as possible, please, kindly?"" or ""Could you send me the file as soon as possible, kindly?"" or ""Could you send me the file as soon as possible, please, kindly?"" or ""Could you send me the file as soon as possible, kindly?"" or ""Could you send me the file as soon as possible, please, kindly?"" or ""Could you",201,1041,11,1.331,13.047,5.66,-50.802,16.898,-19.161
sft2,6,summarization_grounded,medium,Summarize the following text in one sentence: 'The library will be closed on Monday for a public holiday. It will reopen on Tuesday at 9 a.m. with normal hours.',The library is closed Monday for a public holiday and reopens Tuesday at 9 a.m.,The library will be closed on Monday for a public holiday and will reopen on Tuesday at 9 a.m. with normal hours.即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！,22,688,15,41.166,27.206,76.923,-107.477,61.131,-38.056
sft2,7,extraction,medium,Extract when the library reopens from this text: 'The library will be closed on Monday for a public holiday. It will reopen on Tuesday at 9 a.m. with normal hours.',Tuesday at 9 a.m.,The library will be closed on Monday for a public holiday and will reopen on Tuesday at 9 a.m. with normal hours.即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！即时发生！,22,688,4,21.132,8.09,35.714,-112.765,48.48,-45.99
sft2,8,sentiment_3class,medium,"Classify the following review as positive, negative, or neutral: 'The food was okay, nothing special.'",The sentiment is neutral.,"The review is negative. The reviewer states that the food was okay, which implies that they did not enjoy it. The use of the word ""okay"" suggests that they did not have a strong positive or negative opinion of the food. The use of the word ""nothing special"" further emphasizes that the reviewer did not have a positive experience with the food. Overall, the review is negative. The reviewer did not have a strong positive or negative opinion of the food. The use of the word ""okay"" and the phrase ""nothing special"" suggest that the reviewer did not have a strong positive or negative opinion of the food. The review is not positive, negative, or neutral. It is a neutral review. The reviewer did not have a strong positive or negative opinion of the food. The use of the word ""okay"" and the phrase ""nothing special"" suggest that the reviewer did not have a strong positive or negative opinion of the food. The review is not positive, negative, or neutral. It is a neutral review. The reviewer did not have a strong positive or negative opinion of the food. The use of the word ""okay"" and the phrase ""nothing special"" suggest that the reviewer did not have a strong positive or negative opinion of the food. The review is",219,1220,4,0.33,4.849,2.691,-48.715,5.342,-23.033
sft2,9,unit_conversion,medium,Convert 2 kilometers to meters.,2 kilometers is 2000 meters.,"2 kilometers is equal to 2000 meters. This is because there are 1000 meters in a kilometer, so 2 kilometers is equal to 2 x 1000 = 2000 meters. Therefore, 2 kilometers is equivalent to 2000 meters.即时发生：2 kilometers is equal to 2000 meters.即时发生：2 kilometers is equal to 2000 meters.即时发生：2 kilometers is equal to 2000 meters.即时发生：2 kilometers is equal to 2000 meters.即时发生：2 kilometers is equal to 2000 meters.即时发生：2 kilometers is equal to 2000 meters.即时发生：2 kilometers is equal to 2000 meters.即时发生：2 kilometers is equal to 2000 meters.即时发生：2 kilometers is equal to 2000 meters.即时发生：2 kilometers is equal to 2000 meters.即时发生：2 kilometers is equal to 2000 meters.即时发生：2 kilometers is equal to 2000 meters.即时发生：2 kilometers is equal to 2000 meters.即时发生：2 kilometers is equal to",119,772,5,1.481,12.864,7.299,-64.794,47.591,-14.924
sft2,10,coding_oneliner,medium,Write a single line of Python that computes the sum of a list named nums.,total = sum(nums),nums_sum = sum(nums)即时发生即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生.即时发生,3,648,3,1.295,5.399,57.143,-125.622,26.585,-62.296
sft2,11,grammar,medium,Give the past tense of the verb 'run' in a single word.,Ran.,Run.即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。即时发生。,1,639,1,27.516,0.765,0.0,-117.609,33.322,-54.506
sft2,12,translation,medium,Translate 'Good morning' into French.,Bonjour.,Bonjour.或者Good morning.或者Bonjour.或者Bonjour.或者Bonne matinée.或者Bonne journée.或者Bonsoir.或者Bonjour.或者Bonne nuit.或者Bonne soirée.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者Bonne nuit.或者B,48,672,1,0.47,4.263,1.923,-87.366,53.294,-27.208
sft2,13,date_reasoning,harder,"If today is Monday, what day will it be in 3 days?",It will be Thursday.,"In 3 days, it will be Thursday. This is because there are 7 days in a week, and 3 days is 3/7 of the week. So, we can divide 3 by 7 to find out how many days are left in the week. 3 ÷ 7 = 0.4286. Since we can't have a fraction of a day, we can round this to the nearest whole number, which is 0. This means that there are 0 days left in the week. Therefore, we can subtract 0 days from Monday to find out what day it will be in 3 days. 1 - 0 = 1. So, in 3 days, it will be Tuesday. However, since we rounded down to the nearest whole number, we can say that it will be Tuesday. Therefore, in 3 days, it will be Tuesday. However, since we rounded down to the nearest whole number, we can say that it will be Tuesday. Therefore, in 3 days, it will be Tuesday. However, since we rounded down to the nearest whole number, we can say that it will be Tuesday. Therefore, in 3 days, it will be Tuesday. However,",191,904,4,0.973,8.876,4.124,-41.328,37.953,-4.711
sft2,14,multi_step_math,harder,"A pizza is cut into 8 slices. If 3 people each eat 2 slices, how many slices remain?",Two slices remain.,"If 3 people each eat 2 slices, then a total of 3 x 2 = 6 slices are eaten. Since the pizza is cut into 8 slices, the number of slices remaining is 8 - 6 = 2 slices. Therefore, 2 slices remain.即时发生",43,196,3,2.714,26.251,9.302,-12.806,54.777,18.899
sft2,15,explanation_audience,harder,Explain what a CPU does in exactly two sentences.,A CPU carries out the instructions of a program. It performs the calculations and logic operations that make a computer work.,"A CPU is the central processing unit of a computer, responsible for executing instructions and performing calculations. It fetches instructions from memory, decodes them, and executes them to perform various tasks such as running applications, managing data, and controlling hardware components. The CPU is the brain of the computer, and its performance directly affects the speed and efficiency of the system. It is responsible for processing data, performing calculations, and controlling the flow of instructions in the computer's memory. Without a CPU, a computer would not be able to perform any tasks. It is essential for the computer to have a CPU to function properly. It is responsible for executing instructions and performing calculations, making it the central processing unit of the computer. It is the brain of the computer, and its performance directly affects the speed and efficiency of the system. Without a CPU, a computer would not be able to perform any tasks. It is essential for the computer to have a CPU to function properly. It is responsible for executing instructions and performing calculations, making it the central processing unit of the computer. It is the brain of the computer, and its performance directly affects the speed and efficiency of the system. Without a CPU, a computer would not be able to perform any tasks. It is essential for the computer to",225,1391,21,0.647,18.53,10.526,-8.694,38.148,13.789
sft3,1,factual_short,easy,Which planet is known as the Red Planet? Answer in one short sentence.,Mars is known as the Red Planet.,Venus is known as the Red Planet due to its reddish appearance caused by iron oxide on its surface. dóla,20,104,7,23.254,56.95,42.857,18.02,75.769,45.442
sft3,2,sentiment_classification,easy,Classify the sentiment of this sentence as positive or negative: 'I absolutely love this movie.',The sentiment is positive.,"The sentiment of the sentence is positive. The use of the word ""absolutely"" indicates a strong positive emotion towards the movie. The use of the word ""love"" also indicates a positive sentiment towards the movie. There are no negative words or phrases in the sentence that would indicate a negative sentiment towards the movie. Therefore, the sentiment of the sentence is positive. However, it is important to note that the sentiment of a sentence can vary depending on the context and the specific words used in the sentence. In some cases, the use of the word ""love"" might be interpreted as a positive sentiment, while in other cases, it might be interpreted as a negative sentiment. Therefore, it is important to consider the context and the specific words used in the sentence when determining the sentiment of a sentence. In this case, the sentence is clear and unambiguous, and the sentiment is positive. However, it is always a good idea to consider the context and the specific words used in the sentence when determining the sentiment of a sentence. This can help to avoid misinterpretation and ensure that the sentiment is accurately conveyed. In conclusion, the sentiment of the sentence ""I absolutely love this movie"" is positive. The use of the word ""love"" indicates a strong positive emotion towards the",220,1317,4,1.004,8.704,3.571,-33.95,9.54,-13.003
sft3,3,math_reasoning,easy,A train travels 60 km in 1.5 hours. What is its average speed in km/h?,The average speed is 40 km/h.,"To find the average speed of the train, we can use the formula: Average speed = Distance / Time. In this case, the distance is 60 km and the time is 1.5 hours. So, the average speed of the train is 60 km / 1.5 hours = 40 km/h. Therefore, the average speed of the train is 40 km/h. موازی: A train travels 60 km in 1.5 hours. What is its average speed in km/h? The average speed of the train is 40 km/h. موازی: A train travels 60 km in 1.5 hours. What is its average speed in km/h? The average speed of the train is 40 km/h. موازی: A train travels 60 km in 1.5 hours. What is its average speed in km/h? The average speed of the train is 40 km/h. موازی: A train travels 60 km in 1.5 hours. What is its average speed in km/h? The average speed of the train is 40 km/h. موازی: A train travels 60 km in",166,796,6,2.634,14.096,7.778,-34.685,33.633,-2.724
sft3,4,list_constrained,medium,"List exactly three primary colors, separated by commas.","Red, yellow, blue.","Red, blue, and yellow.ارة",4,25,3,17.286,49.923,57.143,45.072,72.99,58.746
sft3,5,rewriting_tone,medium,"Rewrite this sentence to be more formal: 'Hey, can you send me that file ASAP?'",Could you please send me that file at your earliest convenience?,"""Could you please send me the file as soon as possible?""或者更正式的表达方式：""Could you send me the file promptly?""或者更正式的表达方式：""Could you send me the file as soon as possible?""或者更正式的表达方式：""Could you please send me the file as soon as possible?""或者更正式的表达方式：""Could you send me the file promptly?""或者更正式的表达方式：""Could you please send me the file promptly?""或者更正式的表达方式：""Could you send me the file as soon as possible?""或者更正式的表达方式：""Could you please send me the file as soon as possible?""或者更正式的表达方式：""Could you send me the file promptly?""或者更正式的表达方式：""Could you please send me the file promptly?""或者更正式的表达方式：""Could you send me the file as soon as possible?""或者更正式的表达方式：""Could you please send me the file as soon as possible?""或者更正式的表达方式：""Could you send me the file promptly?""或者更正式的表达方式：""Could you please send me the file promptly?""或者更正式的表达方式：""Could you send me the file as soon as possible?""或者更正式的表达方式",122,871,11,1.851,14.375,8.163,-86.193,9.412,-43.176
sft3,6,summarization_grounded,medium,Summarize the following text in one sentence: 'The library will be closed on Monday for a public holiday. It will reopen on Tuesday at 9 a.m. with normal hours.',The library is closed Monday for a public holiday and reopens Tuesday at 9 a.m.,The library will be closed on Monday for a public holiday and will reopen on Tuesday at 9 a.m. with normal hours.即时发生,22,117,15,41.166,72.257,76.923,42.977,85.784,63.619
sft3,7,extraction,medium,Extract when the library reopens from this text: 'The library will be closed on Monday for a public holiday. It will reopen on Tuesday at 9 a.m. with normal hours.',Tuesday at 9 a.m.,The library will be closed on Monday for a public holiday and will reopen on Tuesday at 9 a.m. with normal hours.即时发生,22,117,4,21.132,41.153,35.714,1.365,65.594,31.635
